Гражданка,560,Бутлерова ул. д. 24; д. 26; д. 28; д. 30; д. 32
Гражданка,560,Верности ул. д. 11
Гражданка,560,"Гражданский пр. д. 27 к. 1,2"
Гражданка,561,Бутлерова ул. д. 40
Гражданка,561,Верности ул. д. 3; д. 7; д. 7 к. 2; д. 13
Гражданка,561,"Гражданский пр. д. 29; д. 31 к. 1, 2, 3, 4; д. 33 к. 1"
Гражданка,562,Бутлерова ул. д. 13
Гражданка,562,"Верности ул. д. 6 к. 1; д. 8 к. 1, 2, 3; д. 10 к. 1, 4; д. 12"
Гражданка,563,"Верности ул. д. 14 к. 1, 2, 3"
Гражданка,563,Науки пр. д. 24 к. 1; д. 27; д. 29; д. 31; д. 35; д. 37; д. 39; д. 41; д. 43; д. 45
Гражданка,564,Науки пр. д. 18; д. 20
Гражданка,564,"Софьи Ковалевской ул. д. 1 к. 1, 2, 3; д. 3 к. 3, 4"
Гражданка,565,Гжатская ул. д. 1; д. 5 к. 3; д. 9
Гражданка,565,Гражданский пр. д. 4 к. 1
Гражданка,565,"Непокоренных пр. д. 7 к. 1, 2; д. 9 к. 1,2, 3, 4; д. 11; д. 13 к. 1, 2, 3, 4, 5, 6; д. 14/2; д. 16 к. 1; д. 46 к. 1"
Гражданка,566,"Гражданский пр. д. 6; д. 7 к. 2; д. 8; д. 9 к. 1, 2, 3, 4, 5, 6, 7, 8; д. 14; д. 20; д. 9а; д. 9"
Гражданка,566,Непокоренных пр. д. 48; д. 50 к. 1
Гражданка,566,Старцева ул. д. 7
Гражданка,566,Фаворского ул. д. 15 к. 1
Гражданка,567,Бутлерова ул. д. 8; д. 12; д. 14
Гражданка,567,"Гражданский пр. д. 17 к. 1; д. 19 к. 1, 2, 3; д. 21 к. 1; д. 22; д. 24; д. 26"
Гражданка,568,Бутлерова ул. д. 16; д. 16 к. 2; д. 18; д. 20; д. 22 к. 2
Гражданка,568,"Гражданский пр. д. 21 к. 2; д. 23 к. 1, 2, 3, 4; д. 25 к. 1,2"
Гражданка,569,"Гражданский пр. д. 13 к. 1; д. 15 к. 1, 2, 3, 4; д. 18"
Гражданка,569,Фаворского ул. д. 14; д. 18
Финляндский,512,Академика Лебедева ул. д. 7-9; д. 11-13; д. 15/1; д. 17/2; д. 19; д. 21; д. 31
Финляндский,512,Боткинская ул. д. 1; д. 4; д. 6
Волковское,2039,"Расстанная улица, дома: 1, 3, 4, 5"
Волковское,2040,"Андреевская улица, дома: 3, 5, 7, 9"
Волковское,2040,"Набережная реки Волковки, дома: 3б"
Волковское,2040,"Волковский проспект, дома: 8, 12, 14, 16, 18, 22, 24, 26, 28, 30"
Волковское,2040,"Дубровская улица, дома: 3, 4, 5, 6, 8, 9, 10, 12, 13"
Волковское,2040,"Задворная улица, дома: 2, 4, 6, 8, 12"
Волковское,2040,"Касимовская улица, дома: 8"
Волковское,2040,"Мгинская улица, дома: 1/2, 3, 5, 7, 9"
Волковское,2040,"Салова улица, дома: 3, 20, 22, 24, 30"
Волковское,2040,"Самойловой улица, дома: 28/11"
Волковское,2040,"Средняя улица, дома: 3, 6"
Волковское,2041,"Витебская Сортировочная улица, дома: 6, 9, 10, 12, 14"
Волковское,2041,"Волковский проспект, дома: 110, 116, 118, 120, 122, 124, 128, 132, 138"
Волковское,2041,"Стрельбищенская улица, дома: 1, 3, 5, 7, 9, 11, 15, 15 к2, 19, 21, 23"
Волковское,2042,"Бухарестская улица, дома: 7, 9, 11, 13, 15, 17, 19"
Волковское,2042,"Стрельбищенская улица, дома: 4, 6, 10, 14"
Волковское,2043,"Бухарестская улица, дома: 21, 21 к1, 21 к2"
Волковское,2043,"Волковский проспект, дома: 136, 140,142, 144"
Волковское,2043,"Салова улица, дома: 63"
Финляндский,512,Комсомола ул. д. 35; д. 45; д. 47; д. 49; д. 51
Финляндский,512,Ленина пл. д. 8/8
Финляндский,512,Михайлова ул. д. 8; д. 10; д. 12
Финляндский,512,Финский пер. д. 6; д. 7; д. 9
Финляндский,513,Арсенальная наб. д. 7
Финляндский,513,Арсенальная ул. д. 7; д. 70; д. 72
Финляндский,513,Комсомола ул. д. 1-3; д. 4; д. 5; д. 6; д. 7; д. 10; д. 12; д. 13; д. 14 к. 2; д. 15; д. 16; д. 17; д. 22; д. 23-25
